kepoi_name,kepid,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_prad,koi_depth,koi_time0bk
"K02111.01",8612275,"Kepler-360 b","CONFIRMED","CANDIDATE",3.289726319,1.37,234.9,131.75522
"K02111.02",8612275,"Kepler-360 c","CONFIRMED","CANDIDATE",7.18644594,2.19,402,136.62345
"K00241.02",11288051,"Kepler-124 d","CONFIRMED","CANDIDATE",30.9505927,1.51,301.4,153.84507
"K02113.01",7207061,"Kepler-417 c","CONFIRMED","CANDIDATE",15.94248453,2.62,1093.7,146.33157
"K02183.02",5706595,"Kepler-370 b","CONFIRMED","CANDIDATE",4.57948235,1.35,207.1,135.09685
"K00247.01",11852982,"Kepler-1712 b","CONFIRMED","CANDIDATE",13.81504449,1.91,1032.6,181.12621
"K02185.01",8611781,"Kepler-1135 b","CONFIRMED","CANDIDATE",76.957056,2.09,367.1,192.33682
"K02263.02",8613535,"Kepler-1165 b","CONFIRMED","CANDIDATE",9.47850818,1.47,184.6,140.16526
"K00251.01",10489206,"Kepler-125 b","CONFIRMED","CANDIDATE",4.164384505,2.54,2338,171.087935
"K02264.01",12256520,"Kepler-1166 b","CONFIRMED","CANDIDATE",33.2407985,1.51,341.9,143.46683
"K02266.01",10489345,"Kepler-1167 b","CONFIRMED","CANDIDATE",1.003931703,1.6,491.1,132.09988
"K02355.01",11670125,"Kepler-1206 b","CONFIRMED","CANDIDATE",1.217000383,1.58,459.8,132.03128
"K02356.01",11461844,"Kepler-1207 b","CONFIRMED","CANDIDATE",13.6823798,1.43,179.6,139.18611
"K00257.01",5514383,"Kepler-506 b","CONFIRMED","CANDIDATE",6.88341278,2.63,487.4,172.66227
"K02358.01",5716932,"Kepler-1830 b","CONFIRMED","CANDIDATE",56.4931698,4.43,411.9,143.99262
"K02442.01",11080405,"Kepler-386 c","CONFIRMED","CANDIDATE",25.1933989,1.95,481.2,146.4301
"K02442.02",11080405,"Kepler-386 b","CONFIRMED","CANDIDATE",12.3101351,1.51,263.7,141.8765
"K02443.01",9209624,"Kepler-387 b","CONFIRMED","CANDIDATE",6.79164656,1.01,102.6,136.48519
"K02443.02",9209624,"Kepler-387 c","CONFIRMED","CANDIDATE",11.8376933,1,92.9,142.21212
"K02444.01",3354846,"Kepler-1241 b","CONFIRMED","CANDIDATE",18.5525162,2.53,771.5,135.51322
"K02534.01",1996180,"Kepler-1271 b","CONFIRMED","CANDIDATE",3.02558494,1.62,128.3,134.36744
"K00271.03",9451706,"Kepler-127 b","CONFIRMED","CANDIDATE",14.4359459,1.46,107.3,141.51253
"K02535.01",9635606,"Kepler-1853 b","CONFIRMED","CANDIDATE",48.8882668,2.96,462.8,153.8341
"K02536.01",3728701,"Kepler-1272 b","CONFIRMED","CANDIDATE",51.1319346,2.43,382.3,137.1568
"K02538.01",1849702,"Kepler-1854 b","CONFIRMED","CANDIDATE",39.8312536,1.46,388.8,155.6409
"K00279.01",12314973,"Kepler-450 b","CONFIRMED","CANDIDATE",28.45489091,6.08,1418.6,176.706265
"K02623.01",10916600,"Kepler-1293 b","CONFIRMED","CANDIDATE",5.57654782,0.92,53.6,136.42668
"K02624.01",8429314,"Kepler-1294 b","CONFIRMED","CANDIDATE",115.6863392,3.52,945.9,246.98666
"K02625.01",9153570,"Kepler-1295 b","CONFIRMED","CANDIDATE",3.81371423,1.37,281,132.57465
"K02626.01",11768142,"Kepler-1652 b","CONFIRMED","CANDIDATE",38.0970717,1.58,913.3,140.00353
"K02627.01",6124512,"Kepler-1296 b","CONFIRMED","CANDIDATE",8.38395796,3.24,108.5,134.41408
"K01422.01",11497958,"Kepler-296 c","CONFIRMED","CANDIDATE",5.841636615,1.38,1336.3,135.92315
"K01422.02",11497958,"Kepler-296 d","CONFIRMED","CANDIDATE",19.85029495,1.52,1607.5,133.64933
"K01422.03",11497958,"Kepler-296 b","CONFIRMED","CANDIDATE",10.8644095,1.14,748.7,131.12833
"K01422.04",11497958,"Kepler-296 f","CONFIRMED","CANDIDATE",63.3354719,1.18,983,162.6161
"K01498.02",9636135,"Kepler-864 c","CONFIRMED","CANDIDATE",2.42150341,1.62,171.5,133.83517
"K01499.01",7841925,"Kepler-865 b","CONFIRMED","CANDIDATE",14.16400071,2.35,728.1,140.58934
"K01499.03",7841925,"Kepler-865 c","CONFIRMED","CANDIDATE",6.20920207,0.89,101.9,136.87938
"K01501.01",7439316,"Kepler-866 b","CONFIRMED","CANDIDATE",2.617028373,1.57,499.4,134.03294
"K01569.01",8009350,"Kepler-892 b","CONFIRMED","CANDIDATE",13.75207851,2.81,1215.6,143.03241
"K01570.01",8082001,"Kepler-893 b","CONFIRMED","CANDIDATE",6.33855946,3.31,721.7,354.85104
"K01572.01",10004519,"Kepler-894 b","CONFIRMED","CANDIDATE",9.80321143,2.99,813.4,363.98686
"K01573.01",5031857,"Kepler-1755 b","CONFIRMED","CANDIDATE",24.81097206,4.22,2090.8,156.506971
"K01574.01",10028792,"Kepler-87 b","CONFIRMED","CANDIDATE",114.73658,12.28,4850,165.150671
"K01647.01",11153121,"Kepler-313 b","CONFIRMED","CANDIDATE",14.97031664,2.53,290.5,134.50507
"K01647.02",11153121,"Kepler-313 c","CONFIRMED","CANDIDATE",32.2753853,2.31,223.9,149.046
"K01648.01",11177543,"Kepler-1760 b","CONFIRMED","CANDIDATE",38.3262237,2.43,392.1,142.08401
"K01649.01",11337141,"Kepler-1761 b","CONFIRMED","CANDIDATE",4.04355245,1.75,416.2,131.62995
"K01650.01",11337372,"Kepler-920 b","CONFIRMED","CANDIDATE",6.53194024,3.09,771.9,136.03223
"K01650.02",11337372,"Kepler-920 c","CONFIRMED","CANDIDATE",100.8276725,4.35,1778.8,216.38757
"K01651.01",11337833,"Kepler-921 b","CONFIRMED","CANDIDATE",51.3011844,2.07,498.9,153.52571
"K01746.01",8197343,"Kepler-946 b","CONFIRMED","CANDIDATE",11.79161234,2.41,415.4,134.54064
"K01822.01",5124667,"Kepler-1672 b","CONFIRMED","CANDIDATE",150.8783198,4.37,659.9,206.69223
"K01824.01",2989404,"Kepler-323 c","CONFIRMED","CANDIDATE",3.553831111,1.62,191.8,134.64066
"K01824.02",2989404,"Kepler-323 b","CONFIRMED","CANDIDATE",1.6783263,1.57,146.3,136.05259
"K01825.01",5375194,"Kepler-964 b","CONFIRMED","CANDIDATE",13.52252364,2.11,690.6,142.17932
"K00220.02",7132798,"Kepler-119 c","CONFIRMED","CANDIDATE",4.12511935,0.88,114.7,133.64014
"K01894.01",11673802,"Kepler-1004 b","CONFIRMED","CANDIDATE",5.28790754,7.1,343.9,135.36119
"K01895.01",4263293,"Kepler-331 b","CONFIRMED","CANDIDATE",8.45746636,1.87,1320.3,133.87132
"K01895.02",4263293,"Kepler-331 c","CONFIRMED","CANDIDATE",17.28116957,2.04,1562.8,136.00718
"K01895.03",4263293,"Kepler-331 d","CONFIRMED","FALSE POSITIVE",32.1340014,1.84,1262,142.27582
"K01897.01",5695524,"Kepler-1774 b","CONFIRMED","CANDIDATE",59.7711433,3.17,574.5,148.96886
"K01967.01",6205897,"Kepler-1029 b","CONFIRMED","CANDIDATE",4.417692516,1.57,279.2,133.96139
"K01968.01",7948784,"Kepler-1778 b","CONFIRMED","CANDIDATE",10.08744556,3.15,568.1,135.13582
"K01969.01",9244756,"Kepler-1779 b","CONFIRMED","CANDIDATE",16.34355902,3.26,829.4,145.04116
"K01970.01",9650808,"Kepler-344 b","CONFIRMED","CANDIDATE",21.96401646,2.57,693.4,133.03586
"K01970.02",9650808,"Kepler-344 c","CONFIRMED","CANDIDATE",125.602323,2.89,925.7,215.4336
"K01971.01",9347009,"Kepler-1030 b","CONFIRMED","CANDIDATE",19.32945602,2.26,935.5,133.26717
"K02038.04",8950568,"Kepler-85 e","CONFIRMED","CANDIDATE",25.2149143,1.19,174.1,152.6912
"K02039.01",8804845,"Kepler-1067 c","CONFIRMED","CANDIDATE",5.42586901,1.48,259,135.86589
"K02039.02",8804845,"Kepler-1067 b","CONFIRMED","CANDIDATE",0.762132307,0.75,63.7,131.61542
"K02040.01",10480915,"Kepler-1785 b","CONFIRMED","CANDIDATE",19.58561177,3.09,532.9,132.36472
"K02043.01",3448130,"Kepler-1786 b","CONFIRMED","CANDIDATE",78.5461106,3.55,658.7,144.06871
"K02113.02",7207061,"Kepler-417 b","CONFIRMED","CANDIDATE",12.33087921,2.34,872.2,361.9744
"K02114.01",6921944,"Kepler-1105 b","CONFIRMED","CANDIDATE",4.421566535,2.19,684,132.18465
"K02115.01",9532052,"Kepler-67 b","CONFIRMED","CANDIDATE",15.72585941,2.69,1313.1,133.98774
"K02116.01",8164012,"Kepler-1106 b","CONFIRMED","CANDIDATE",1.252753881,2.44,200,133.17054
"K02117.01",4140813,"Kepler-1795 b","CONFIRMED","CANDIDATE",13.36019864,1.84,699.9,131.81481
"K02119.01",4055304,"Kepler-1107 b","CONFIRMED","CANDIDATE",0.571038347,1.65,242.1,131.653752
"K02191.01",5601258,"Kepler-1805 b","CONFIRMED","CANDIDATE",8.84784273,1.15,460.2,140.15085
"K02193.01",8282651,"Kepler-1136 b","CONFIRMED","CANDIDATE",2.361724472,1.53,587,133.23932
"K02271.01",10329469,"Kepler-1168 b","CONFIRMED","CANDIDATE",55.8224775,2.13,879.6,169.03741
"K02273.01",9717943,"Kepler-1169 b","CONFIRMED","CANDIDATE",6.11010439,0.93,59.7,136.91214
"K00251.02",10489206,"Kepler-125 c","CONFIRMED","CANDIDATE",5.77440326,0.8,245.3,132.96695
"K02361.01",11566256,"Kepler-1831 b","CONFIRMED","CANDIDATE",5.78387049,2.07,413.3,135.5798
"K02362.02",8495415,"Kepler-1208 b","CONFIRMED","CANDIDATE",11.08507658,2.5,771.8,355.03627
"K02363.01",7987866,"Kepler-1832 b","CONFIRMED","CANDIDATE",3.13877646,0.97,174.1,133.65614
"K02365.01",11560897,"Kepler-430 b","CONFIRMED","CANDIDATE",35.9682692,2.95,269.7,138.66885
"K02448.01",5857540,"Kepler-1242 b","CONFIRMED","CANDIDATE",13.62801048,3.28,912.8,135.45073
"K00265.01",12024120,"Kepler-507 b","CONFIRMED","CANDIDATE",3.568099612,1.36,98.4,169.74278
"K02541.01",12306058,"Kepler-391 b","CONFIRMED","CANDIDATE",7.41683033,3.36,72.6,137.96389
"K02541.02",12306058,"Kepler-391 c","CONFIRMED","CANDIDATE",20.4853893,3.6,89.5,146.9183
"K02542.01",6183511,"Kepler-1855 b","CONFIRMED","CANDIDATE",0.727331746,0.67,357.4,132.37007
"K02543.01",12469800,"Kepler-1856 b","CONFIRMED","CANDIDATE",1.302017467,1.37,290.5,131.93696
"K02544.01",8676148,"Kepler-1273 b","CONFIRMED","CANDIDATE",28.6253502,2.38,652.7,158.11827
"K01341.01",4650674,"Kepler-824 b","CONFIRMED","CANDIDATE",4.51436096,1.84,230.7,134.0293
"K01342.01",4275721,"Kepler-825 b","CONFIRMED","CANDIDATE",3.77359871,1.29,176,134.07013
"K01342.02",4275721,"Kepler-825 c","CONFIRMED","CANDIDATE",8.18182189,1.77,299.6,134.81423
"K00163.01",6851425,"Kepler-477 b","CONFIRMED","CANDIDATE",11.1199028,2.08,636.3,139.753524
"K01344.01",4136466,"Kepler-826 b","CONFIRMED","CANDIDATE",4.48758768,1.37,112,133.36092
"K01422.05",11497958,"Kepler-296 e","CONFIRMED","CANDIDATE",34.1420506,1.06,788,136.03624
"K01423.01",11177707,"Kepler-841 b","CONFIRMED","CANDIDATE",124.4197175,10.3,4107,150.59616
"K01424.01",11611600,"Kepler-842 b","CONFIRMED","CANDIDATE",1.219568047,1.51,494.9,133.460233
"K01425.01",11254382,"Kepler-843 b","CONFIRMED","CANDIDATE",2.05388477,2.74,546.7,133.73432
"K01426.01",11122894,"Kepler-297 b","CONFIRMED","CANDIDATE",38.86848956,2.81,1004.9,171.30369
"K00171.01",7831264,"Kepler-116 b","CONFIRMED","CANDIDATE",5.968724048,3.26,510.6,137.158607
"K01426.02",11122894,"Kepler-297 c","CONFIRMED","CANDIDATE",74.92768653,6.39,4119.2,124.99266
"K01503.01",12400538,"Kepler-867 b","CONFIRMED","CANDIDATE",150.2412582,4.6,2378.5,138.29013
"K01505.01",9813499,"Kepler-868 b","CONFIRMED","CANDIDATE",5.03257009,2.53,439.1,137.32638
"K00179.01",9663113,"Kepler-458 c","CONFIRMED","CANDIDATE",20.74028645,4.24,1023.3,142.80003
"K01506.01",12254792,"Kepler-869 b","CONFIRMED","CANDIDATE",40.4286676,2.92,916.1,139.50631
"K01574.02",10028792,"Kepler-87 c","CONFIRMED","FALSE POSITIVE",191.239133,6.47,1061.2,286.22034
"K01576.01",5299459,"Kepler-307 b","CONFIRMED","CANDIDATE",10.41572666,3.01,825.3,143.04774
"K01576.02",5299459,"Kepler-307 c","CONFIRMED","CANDIDATE",13.08424286,2.71,662,132.63129
"K00194.01",10904857,"Kepler-488 b","CONFIRMED","CANDIDATE",3.120828136,14.16,16456,139.466594
"K01655.01",11547505,"Kepler-922 b","CONFIRMED","CANDIDATE",0.938466959,1.58,217.4,135.600698
"K01749.01",6786348,"Kepler-947 b","CONFIRMED","CANDIDATE",26.964501,2.2,601.7,145.34426
"K01750.01",6209677,"Kepler-948 b","CONFIRMED","CANDIDATE",7.76845639,1.35,217.8,138.06602
"K00203.01",10619192,"Kepler-17 b","CONFIRMED","CANDIDATE",1.485710994,14.48,20823.9,132.7935653
"K01751.01",9729691,"Kepler-949 b","CONFIRMED","CANDIDATE",8.689301216,2.92,1117,133.661284
"K01751.02",9729691,"Kepler-949 c","CONFIRMED","FALSE POSITIVE",20.99757968,2.97,1131.8,132.05689
"K01826.01",6468138,"Kepler-965 b","CONFIRMED","CANDIDATE",134.2520474,3.43,832.1,182.70534
"K01828.01",11875734,"Kepler-966 b","CONFIRMED","CANDIDATE",99.7468804,3.94,1287,208.39688
"K01830.01",3326377,"Kepler-967 b","CONFIRMED","CANDIDATE",13.22714056,2.22,812,142.20251
"K01830.02",3326377,"Kepler-967 c","CONFIRMED","CANDIDATE",198.7106251,3.56,2094.8,156.51819
"K01898.01",7668663,"Kepler-1005 b","CONFIRMED","CANDIDATE",6.4980147,1.87,190.9,136.00108
"K01899.01",7047922,"Kepler-1006 b","CONFIRMED","CANDIDATE",19.76169247,2.81,392.5,135.17794
"K01900.01",9353314,"Kepler-1007 b","CONFIRMED","CANDIDATE",5.18498961,1.15,430.1,131.8814
"K00221.01",3937519,"Kepler-495 b","CONFIRMED","CANDIDATE",3.413036353,6.62,3868.7,132.443054
"K01901.01",3629967,"Kepler-1775 b","CONFIRMED","CANDIDATE",85.6542476,3.56,476,155.12346
"K01972.02",11253711,"Kepler-1031 b","CONFIRMED","CANDIDATE",1.226223959,1,56.1,132.6827
"K01973.01",4917596,"Kepler-1032 b","CONFIRMED","CANDIDATE",3.290114076,1.49,645.3,133.15709
"K01974.01",7289577,"Kepler-1780 b","CONFIRMED","CANDIDATE",109.4450597,3.04,1269.6,197.9832
"K01975.01",8543100,"Kepler-1033 b","CONFIRMED","CANDIDATE",7.56052209,2.4,659.8,134.47889
"K01976.01",2693736,"Kepler-1034 b","CONFIRMED","CANDIDATE",12.12401737,2.37,788.4,134.955
"K02044.01",9656252,"Kepler-1068 b","CONFIRMED","CANDIDATE",16.92342126,3.4,1125.3,145.81407
"K02045.01",6026438,"Kepler-354 b","CONFIRMED","CANDIDATE",5.47665801,2.01,648,135.70431
"K02045.02",6026438,"Kepler-354 d","CONFIRMED","FALSE POSITIVE",24.2101973,1.5,458,141.4698
"K02045.03",6026438,"Kepler-354 c","CONFIRMED","CANDIDATE",16.9348104,1.31,346.3,137.2502
"K02046.01",10663396,"Kepler-1069 b","CONFIRMED","CANDIDATE",23.8990075,3.26,293.4,151.39847
"K02047.01",11457726,"Kepler-1070 b","CONFIRMED","CANDIDATE",6.22161107,1.59,165,131.99094
"K02120.01",4857213,"Kepler-1680 b","CONFIRMED","CANDIDATE",8.77425786,1.75,239.6,132.33386
"K00241.03",11288051,"Kepler-124 b","CONFIRMED","CANDIDATE",3.41045981,1.06,136.2,131.58062
"K02121.01",9415108,"Kepler-1108 b","CONFIRMED","FALSE POSITIVE",4.51005082,1.74,294.8,134.56954
"K02122.01",4262581,"Kepler-1109 b","CONFIRMED","CANDIDATE",37.6468519,5.37,427.4,161.46355
"K02123.01",8591693,"Kepler-1796 b","CONFIRMED","CANDIDATE",29.4557841,2.19,533.8,154.17062
"K02125.01",9405595,"Kepler-1797 b","CONFIRMED","CANDIDATE",23.3593589,2.98,570.1,144.01826
"K00248.01",5364071,"Kepler-49 b","CONFIRMED","CANDIDATE",7.203855862,2.25,1765.9,170.285731
"K02194.01",3548044,"Kepler-371 b","CONFIRMED","CANDIDATE",34.7630543,1.75,293.7,161.74217
"K02194.02",3548044,"Kepler-371 c","CONFIRMED","CANDIDATE",67.968656,1.71,321.8,163.55972
"K02195.01",11401767,"Kepler-372 c","CONFIRMED","CANDIDATE",20.0545282,2.63,305.4,136.56587
"K02195.02",11401767,"Kepler-372 d","CONFIRMED","CANDIDATE",30.0899459,2.25,242.6,149.06413
"K02195.03",11401767,"Kepler-372 b","CONFIRMED","CANDIDATE",6.84978728,1.83,139.2,134.66167
"K02274.01",7960980,"Kepler-1170 b","CONFIRMED","CANDIDATE",9.98970266,2.48,988.4,133.76102
"K02276.01",3458028,"Kepler-1171 b","CONFIRMED","CANDIDATE",1.442592305,2.67,166,134.07188
"K02278.01",3342794,"Kepler-376 c","CONFIRMED","CANDIDATE",14.17222858,2.39,246.8,142.60134
"K02278.02",3342794,"Kepler-376 b","CONFIRMED","CANDIDATE",4.92031063,1.18,81,135.40577
"K02279.01",3661886,"Kepler-377 c","CONFIRMED","CANDIDATE",27.0142622,2,287.6,132.52245
"K02365.02",11560897,"Kepler-430 c","CONFIRMED","CANDIDATE",110.978266,1.86,150.2,147.0226
"K02366.01",11342416,"Kepler-1209 b","CONFIRMED","CANDIDATE",25.3690868,1.67,110.1,143.68699
"K02367.01",9086251,"Kepler-1833 b","CONFIRMED","CANDIDATE",6.89213244,1.35,82,131.63179
"K02368.01",10863608,"Kepler-1210 b","CONFIRMED","CANDIDATE",8.07127043,1.53,318.2,137.76604
"K02369.01",5602588,"Kepler-1211 b","CONFIRMED","CANDIDATE",11.01819178,2.64,545.7,139.87858
"K02450.01",7289317,"Kepler-1243 b","CONFIRMED","CANDIDATE",16.83203175,1.86,326,140.53041
"K02545.01",9696358,"Kepler-1274 b","CONFIRMED","CANDIDATE",6.98141327,1.42,38,132.7883
"K02547.01",4484336,"Kepler-1857 b","CONFIRMED","CANDIDATE",8.94337724,1.48,215.1,137.30234
"K01353.01",7303287,"Kepler-289 c","CONFIRMED","CANDIDATE",125.86540191,12.37,12389.5,236.659731
"K01426.03",11122894,"Kepler-297 d","CONFIRMED","CANDIDATE",150.0189511,32.6,4319.7,224.685714
"K01427.01",11129738,"Kepler-844 b","CONFIRMED","CANDIDATE",2.613020421,1.5,599.7,133.11283
"K01428.01",11401182,"Kepler-845 b","CONFIRMED","CANDIDATE",0.927859786,1.79,515.3,133.905978
"K01429.01",11030711,"Kepler-1750 b","CONFIRMED","CANDIDATE",205.912735,4.68,2378.8,252.74129
"K01430.01",11176127,"Kepler-298 b","CONFIRMED","CANDIDATE",10.47548084,2.11,1070.7,152.64165
"K01430.02",11176127,"Kepler-298 c","CONFIRMED","CANDIDATE",22.92886314,2.08,908.9,143.86271
"K01507.01",12020218,"Kepler-870 b","CONFIRMED","CANDIDATE",21.3588236,2.52,640.1,135.07022
"K01508.01",7690844,"Kepler-871 b","CONFIRMED","CANDIDATE",22.0459163,3.05,804.8,136.47548
"K01511.01",7901948,"Kepler-872 b","CONFIRMED","CANDIDATE",2.578852119,1.63,334.3,133.2237
"K01577.01",12506770,"Kepler-895 b","CONFIRMED","CANDIDATE",2.806243488,1.41,599.6,133.7314
"K01581.01",7939330,"Kepler-896 c","CONFIRMED","CANDIDATE",29.5422566,3.15,879.9,137.57837
"K01581.02",7939330,"Kepler-896 b","CONFIRMED","CANDIDATE",144.551628,3.06,1035.2,265.9401
"K01658.01",4570949,"Kepler-76 b","CONFIRMED","CANDIDATE",1.544928892,13.43,5817.3,133.5487914
"K01659.01",4650733,"Kepler-1762 b","CONFIRMED","CANDIDATE",29.5390897,2.51,403.3,143.91607
"K00195.01",11502867,"Kepler-426 b","CONFIRMED","CANDIDATE",3.217518511,11.38,14319.4,133.6320632
"K01754.01",8651389,"Kepler-1768 b","CONFIRMED","CANDIDATE",15.13590453,2.57,255.7,146.58371
"K01831.01",11601584,"Kepler-324 c","CONFIRMED","CANDIDATE",51.8098276,2.6,1025.4,182.97335
"K01831.02",11601584,"Kepler-324 b","CONFIRMED","CANDIDATE",4.38536428,1.15,198.5,139.22548
"K01831.03",11601584,"Kepler-324 d","CONFIRMED","CANDIDATE",34.205785079,1.1,183.2,148.8050925
"K01831.04",11601584,"Kepler-324 e","CONFIRMED","CANDIDATE",13.97945055,1.97,356.1,142.33829
"K01832.01",11709244,"Kepler-325 b","CONFIRMED","CANDIDATE",4.544436472,3,879.3,134.90159
"K01832.02",11709244,"Kepler-325 c","CONFIRMED","CANDIDATE",12.76220558,3.18,653.8,143.73026
"K01832.03",11709244,"Kepler-325 d","CONFIRMED","CANDIDATE",38.7149617,2.62,694.8,134.0313
"K01904.01",8766650,"Kepler-1008 b","CONFIRMED","CANDIDATE",12.43929428,1.3,254.3,136.37952
"K01905.01",10328393,"Kepler-332 b","CONFIRMED","CANDIDATE",7.62635494,1.21,296.1,136.01585
"K01905.02",10328393,"Kepler-332 c","CONFIRMED","CANDIDATE",15.99560373,1.04,221.7,144.2399
"K01905.03",10328393,"Kepler-332 d","CONFIRMED","CANDIDATE",34.2115022,1.15,273.8,154.57508
"K01907.01",7094486,"Kepler-1009 b","CONFIRMED","CANDIDATE",11.35010642,1.75,1221,134.04612
"K01977.01",9412760,"Kepler-345 c","CONFIRMED","CANDIDATE",9.38740646,1.69,384.6,137.38383
"K01977.02",9412760,"Kepler-345 b","CONFIRMED","CANDIDATE",7.41556471,0.79,150.4,137.81512
"K01978.01",9518318,"Kepler-346 b","CONFIRMED","CANDIDATE",6.51112385,3.09,695.1,131.70646
"K01978.02",9518318,"Kepler-346 c","CONFIRMED","CANDIDATE",23.85163321,3.37,833.7,147.61456
"K01979.01",7273277,"Kepler-1035 b","CONFIRMED","CANDIDATE",2.714078374,1.38,143.5,133.71179
"K01980.01",11769890,"Kepler-1036 b","CONFIRMED","CANDIDATE",122.8799543,2.7,717.7,165.46356
"K01981.01",10153855,"Kepler-1037 b","CONFIRMED","CANDIDATE",1.06378861,1.61,251.5,131.52465
"K02048.01",8956206,"Kepler-1071 b","CONFIRMED","CANDIDATE",6.17998508,2.12,750.5,132.72278
"K02049.01",9649706,"Kepler-1072 b","CONFIRMED","CANDIDATE",1.569066598,1.68,147.2,133.04032
"K02051.01",7265298,"Kepler-355 c","CONFIRMED","CANDIDATE",25.7626846,2.66,619.5,147.6963
"K02051.02",7265298,"Kepler-355 b","CONFIRMED","CANDIDATE",11.0317836,1.45,182.3,362.3431
"K00237.01",8041216,"Kepler-500 b","CONFIRMED","CANDIDATE",8.508333104,2.6,646.5,134.785645
"K02126.01",3546060,"Kepler-1110 b","CONFIRMED","CANDIDATE",9.69310837,2.12,1130.7,134.53003
"K02129.01",9351920,"Kepler-1111 b","CONFIRMED","CANDIDATE",8.79618433,1.77,286.3,135.67645
"K02130.01",2161536,"Kepler-1798 b","CONFIRMED","CANDIDATE",16.85592593,1.7,871.5,138.26808
"K02131.01",10549023,"Kepler-1112 b","CONFIRMED","CANDIDATE",14.36270451,2.31,349.4,141.435
"K02198.01",11075429,"Kepler-1137 b","CONFIRMED","CANDIDATE",23.9210408,3.01,158.3,139.07872
"K02199.01",11705004,"Kepler-1806 b","CONFIRMED","CANDIDATE",9.03326435,1.96,610.7,137.17738
"K00248.02",5364071,"Kepler-49 c","CONFIRMED","CANDIDATE",10.91274065,2.13,1387.2,169.85247
"K02200.01",10909127,"Kepler-1138 b","CONFIRMED","CANDIDATE",3.17059731,1.69,325.4,132.67813
"K02279.02",3661886,"Kepler-377 b","CONFIRMED","CANDIDATE",12.50945798,1.54,155.3,136.99217
"K02280.01",2439243,"Kepler-1172 b","CONFIRMED","CANDIDATE",26.0203329,4.53,1164.4,154.5286
"K02281.01",9221517,"Kepler-1173 b","CONFIRMED","CANDIDATE",0.769854899,0.93,109.6,132.51944
"K00252.01",11187837,"Kepler-1663 b","CONFIRMED","CANDIDATE",17.60461401,2.64,2292.1,170.4984
"K02282.01",6751874,"Kepler-1174 b","CONFIRMED","CANDIDATE",6.89226333,2.13,214.4,132.4644
"K02371.01",11824786,"Kepler-1212 b","CONFIRMED","CANDIDATE",12.94123564,1.7,328.8,139.89901
"K02372.01",12254909,"Kepler-1213 b","CONFIRMED","CANDIDATE",5.349791,1.29,88.8,133.8836
"K02374.01",9364290,"Kepler-382 b","CONFIRMED","CANDIDATE",5.26211833,1.95,194.5,136.37566
"K02374.02",9364290,"Kepler-382 c","CONFIRMED","CANDIDATE",12.1628195,3.14,306.3,137.52402
"K02457.01",9753154,"Kepler-1244 b","CONFIRMED","CANDIDATE",3.70429015,1.45,55.7,132.21478
"K02458.01",7604328,"Kepler-1245 b","CONFIRMED","CANDIDATE",4.35407371,1.63,277.1,132.85695
"K00266.01",7375348,"Kepler-508 b","CONFIRMED","CANDIDATE",25.30893566,1.77,153.7,171.50611
"K02458.02",7604328,"Kepler-1245 c","CONFIRMED","CANDIDATE",2.936587946,1.77,279.6,133.03618
"K02460.01",11236244,"Kepler-1246 b","CONFIRMED","CANDIDATE",11.32269749,1.51,311,136.05511
"K02552.01",8757824,"Kepler-1275 b","CONFIRMED","CANDIDATE",3.65690909,1.32,107.4,134.95269
"K02553.01",9832208,"Kepler-1858 b","CONFIRMED","CANDIDATE",88.0712769,2.4,885.4,214.51304
"K00273.01",3102384,"Kepler-454 b","CONFIRMED","CANDIDATE",10.573751447,2.07,298.9,175.067739
"K02555.01",5350244,"Kepler-1276 b","CONFIRMED","CANDIDATE",12.5722897,1.09,86.5,143.0663
"K02556.01",5374403,"Kepler-1277 b","CONFIRMED","CANDIDATE",40.8366307,1.5,264.8,152.87346
"K01353.02",7303287,"Kepler-289 b","CONFIRMED","CANDIDATE",34.5439452,2.67,429.8,132.68453
"K01353.03",7303287,"Kepler-289 e","CONFIRMED","CANDIDATE",330.071558,2.94,616.7,340.9871
"K01355.01",7211141,"Kepler-827 b","CONFIRMED","CANDIDATE",51.92920654,8.49,3425.8,151.93321
"K01358.01",7376983,"Kepler-1987 d","CONFIRMED","CANDIDATE",5.644914154,2.66,1397.9,356.73699
"K01430.03",11176127,"Kepler-298 d","CONFIRMED","CANDIDATE",77.4740991,2.63,1543.6,184.24533
"K00171.02",7831264,"Kepler-116 c","CONFIRMED","CANDIDATE",13.07141889,2.47,251.1,144.44217
"K01432.01",11014932,"Kepler-299 c","CONFIRMED","CANDIDATE",6.88595222,2.68,428.5,138.40761
"K01432.02",11014932,"Kepler-299 d","CONFIRMED","CANDIDATE",15.0549356,1.6,256.4,144.575
"K01432.03",11014932,"Kepler-299 b","CONFIRMED","CANDIDATE",2.92721119,1.29,170.2,133.82725
"K01432.04",11014932,"Kepler-299 e","CONFIRMED","CANDIDATE",38.2856338,1.77,322.8,143.2984
"K01515.01",7871954,"Kepler-303 b","CONFIRMED","CANDIDATE",1.937029968,0.87,312.3,134.72107
"K00179.02",9663113,"Kepler-458 b","CONFIRMED","FALSE POSITIVE",572.376632,5.8,1743.4,306.51006
"K01515.02",7871954,"Kepler-303 c","CONFIRMED","CANDIDATE",7.06117322,1.23,481.7,136.27344
